lat,lngitude,name,count
44.03455,-121.3621,Skyline Ranch Rd./Metolious Dr.,0
42.95588,-85.66405,Wealthy St. SE/Jefferson Ave. SE,0
42.95582,-85.66185,Wealthy St. SE/Lafayette Ave. SE,0
42.9595,-85.66412,Cherry St. SE/Jefferson Ave. SE,0
42.5545,-83.44852,Martin Pkwy./M-5/Pontiac Trl.,0
42.55755,-83.44985,Martin Pkwy./Library Dr.,0
42.56583,-83.44967,Martin Pkwy./PGA Dr.,0
42.57048,-83.44984,Martin Pkwy./Oakley Park Rd.,0
42.30516,-83.70748,Huron Pkwy./Nixon Rd.,0
42.22942,-83.73902,State St./Ellsworth Rd.,0
38.32045,-122.5022,Arnold Dr./Agua Caliente Rd.,0
39.7298,-121.843,First St./Salem St.,0
39.73167,-121.8384,First St./Second St./Camelia Way,0
36.1196,-115.335,W. Flamingo Rd./Granite Ridge Dr.,0
28.54392,-81.30126,Yucatan Dr./Oxalis Dr.,0
41.1679,-82.02299,SR 18/SR 83,0
40.29453,-77.13262,SR 34/Sunnyside Dr./Mountain Rd.,0
43.54679,-116.5129,Happy Valley Rd./Greenhurst Rd.,0
43.60307,-116.2153,Crescent Rim Dr./Eastover Terr.,0
34.75854,-92.28074,Riverfront Dr./Broadway St./Rockwater Blvd.,0
33.16578,-117.3545,State St./Carlsbad Blvd.,0
43.62166,-116.347,Records Ave./Elden Gray St.,0
43.62315,-116.3471,Kleiner Memorial Pkwy./Kleiner Park Loop,0
38.11672,-92.69313,Burton Duenke Ln./KK Dr.,0
39.65095,-106.5873,Beard Creek Rd./Berry Creek Rd.,0
39.64991,-106.5872,Edwards Access Rd./Beard Creek Rd./I-70 WB Ramps,0
39.64891,-106.5878,Edwards Access Rd./I-70 EB Ramps,0
39.648,-106.5885,Edwards Access Rd./Miller Ranch Rd.,0
32.76279,-117.0891,49th St./Adams Ave./Euclid Ave./Loraine Dr.,0
33.25657,-116.375,Borrego Springs Rd./Palm Canyon Dr./Sunset Rd./Ave Nordeste/Ave Sureste,0
41.9339,-79.9804,US 19/SR 97,0
40.5647,-77.3961,SR 35/SR 3002,0
40.7803,-77.8901,Old Gatesburg Rd./Pine Hall Rd.,0
41.3357,-75.7379,William St./I-81 SB Ramps,0
41.3338,-75.7393,SR 315/I-81 SB Ramps,0
45.18173,-89.68332,STH 64  1st St. E /N Center Ave.,0
45.09968,-87.66032,STH 64  Hall Ave. /STH 180/CTH T,0
44.35172,-88.53697,STH 76/CTH O,0
42.72607,-90.48517,Chestnut St./Markee Ave.,0
43.0603,-89.53722,CTH M  Pleasant View Rd. /CTH S  Mineral Point Rd. ,0
43.04614,-89.53278,CTH M  Pleasant View Rd. /Valley View Rd./Junction Rd.,0
42.52248,-87.85383,STH 165  104th St. /CTH EZ  39th Ave. ,0
42.52253,-87.86031,STH 165  104th St. /CTH ML  Springbrook Rd. ,0
42.92252,-88.34597,STH 83/CTH I  River Rd. ,0
44.23572,-88.36309,CTH LP  Lake Park Rd. /CTH AP  Plank Rd. ,0
44.23008,-88.37485,CTH AP  Plank Rd. /Midway Rd.,0
44.20024,-88.32381,STH 114/CTH N,0
42.91764,-89.36607,STH 138/US 14 WB Ramps,0
42.91774,-89.36817,STH 138/US 14 EB Ramps,0
42.95128,-89.37859,CTH MM/US 14 EB Ramps,0
42.95272,-89.37769,CTH MM/US 14 WB Ramps,0
42.9495,-89.37981,CTH MM/CTH M,0
44.25803,-88.27377,STH 55  Crooks Ave. /CTE CE  E College Ave. ,0
44.28721,-88.506,STH 15/CTH CB  Greenville Dr. ,0
44.03278,-88.57778,STH 21  Omro Rd. /N Koeller St./Oshkosh Ave.,0
44.97808,-92.55799,STH 65/CTH TT  Graham St.-80th Ave. ,0
44.99273,-92.53744,STH 65/US 12/130th St.,0
44.99254,-92.55791,STH 65/US 12/120th St.,0
45.07907,-92.53756,STH 65/CTH G,0
44.59813,-90.18018,STH 13/US 10/Klondike Dr.,0
44.62685,-90.18053,STH 13/Heritage Dr.,0
44.6249,-90.18009,STH 13/US 10/CTH BB,0
44.19113,-88.28387,STH 114-STH 55/Stommel Rd.,0
43.38493,-87.92303,STH 33  E Green Bay Ave. ,0
43.38498,-87.92057,STH 33  E Green Bay Ave. /Northwood Rd.,0
43.38688,-87.90026,STH 33  W Grand Ave. /CTH LL,0
43.32441,-88.18568,STH 60/US 45 NB Ramps,0
43.32437,-88.18747,STH 60/US 45 SB Ramps,0
33.95195,-83.28389,Martin Meadow Way/Gray Fox Cir./Windflower Ct.,0
33.95083,-83.285,Trinity Pond Rd./Gray Fox Cir.,0
41.0339,-75.1234,US 209/SR 1019,0
40.1344,-74.9916,Trevose Rd./Somerton Rd.,0
39.899,-75.6595,Lenape Rd./Unionville Rd.,0
39.901,-75.3508,Station Square/Rutgers Ave.,0
40.1285,-76.2828,Millport Rd./Kissel Hill Rd.,0
42.42938,-87.97247,Hunt Club Rd./W. Wadsworth Rd.,0
42.42212,-87.97259,Hunt Club Rd./Milburn Rd./W. Simpson Rd.,0
40.4807,-80.2024,SR 3070/Resurrection Rd./I-376 SB Ramps,0
40.2051,-80.126,SR 519/Thomas 84 Rd.,0
40.2037,-80.1265,SR 519/T693,0
40.1326,-79.9989,SR 70/SR 917,0
38.82513,-93.74133,SR 13/Old SR 13/NW 435 Rd.,0
38.7748,-93.68554,SR 13/US 50 WB Ramps,0
38.77151,-93.68568,SR 13/US 50 EB Ramps,0
38.74322,-93.68679,SR 13/State Hwy DD,0
38.70853,-93.73029,SR 13/Old SR 13/SE 101st Rd.,0
42.05374,-87.91028,N. Wolf Rd./State St./N. Broadway St./E. Golf Rd.,0
34.79803,-86.93031,Lindsay Ln./E. Forrest St./Nick Davis Rd.,0
26.79762,-80.09496,Monetary Dr./Investment Ln.,0
26.85877,-80.13036,Jog Rd./Ibiza Dr.,0
26.85992,-80.1445,Jog Rd./Nursery Ln.,0
26.39257,-80.11365,NW Broken Sound Blvd./NW 49th Blvd./W Telecom Dr.,0
26.65379,-80.0639,Parker Ave./Maddock St.,0
26.63661,-80.2365,Pierson Rd./120th Ave. S,0
26.68474,-80.23006,Royal Palm Beach Blvd./Camelia Dr./Hibiscus Dr.,0
26.70064,-80.05217,S Olive Ave./Actaeon Pl./Diana Pl.,0
42.9446,-88.05808,Grange Ave./116th St.,0
42.90494,-88.03474,Drexel Ave./Shoppes of Wyndham driveway,0
34.04167,-84.58417,Campus Loop Rd./Canton Pl./Ackworth Pl.,0
28.02156,-82.41497,N. 40th St./E. River Hills Dr.,0
28.02895,-82.41634,N. 40th St./E. Yukon St.,0
30.26957,-81.56352,Touchton Rd./Apartment Complex,0
30.26953,-81.56884,Touchton Rd./Winnsboro Dr.,0
39.41239,-123.8083,Hwy 1/Simpson Ln.,0
38.97746,-123.0991,SR 175/Old River Rd.,0
39.33904,-120.1736,Donner Pass Rd./Pioneer Trail Rd.,0
39.34531,-120.173,Hwy 89/Prosser Dam Rd./Alder Dr.,0
40.2957,-79.39741,Monastery Dr./Saint Vincent Dri.,0
43.01185,-88.38395,US 18/STH 83,0
44.31701,-88.44591,CTH A/CTH JJ,0
44.92093,-91.38065,STH 124/STH 29,0
44.67382,-93.13663,STH 3  Chippendale Ave. /195th St. W/190th St. W,0
44.80471,-93.20767,Diffley Rd./Rahn Rd.,0
44.76796,-93.336,McColl Dr./Glendale Rd./Lynn Ave.,0
44.73183,-93.28778,Burnhaven Dr./150th St. W/Crystal Lake Rd. W,0
45.03828,-93.25522,39th Ave. NE/Jefferson St. NE,0
44.83743,-93.0853,STH 3/Amana Trl.,0
44.90543,-93.81859,STH 7/CTH 10,0
44.90572,-93.86993,STH 7/STH 25,0
45.0099,-93.02256,Sheren Ave. E/Castle Ave. E/Van Dyke St.,0
44.69593,-93.28402,Kenrick Ave./175th St. W,0
44.83273,-93.78841,STH 284/Sparrow Rd.,0
44.7271,-93.20991,153rd St. W/Founders Ln.,0
44.72095,-93.17386,Cobblestone Lake Pkwy./157th St. W,0
44.7188,-93.16748,Cobblestone Lake Pkwy/Elm Creek Ln.,0
45.59347,-94.18426,CTH 120/CTH 1,0
45.5905,-94.1883,CTH 120/ unknown 1 ,0
45.58825,-94.19276,CTH 120/ unknown 2 ,0
44.94334,-92.77101,CTH 18  St. Croix Trl. /4th St. S,0
44.9551,-92.77084,CTH 18  St. Croix Trl. /5th St. N,0
44.94964,-92.77091,CTH 18  St. Croix Trl. /Division St.,0
44.99691,-92.9237,STH 5/Jamaca Ave.,0
40.68406,-80.08105,Cranberry Woods Dr./Longtree Way
,0
40.72018,-80.143,Glen Eden Rd./Powell Rd./Freshcorn Rd
.,0
26.67576,-80.03787,SR 80/SR A1A,0
36.13289,-115.2905,Lake South/Crystal Water Way,0
44.06559,-121.20466,Powell Butte Hwy/Neff Rd./Alfalfa Market Rd.,0
48.55595,-113.02434,US 2/US 89,0
64.8555,-147.69338,Helmericks Ave./Herb Miller Blvd.,0
64.85444,-147.70893,Bentley Trust Rd./Illinois St,0
64.85627,-147.70576,Helmericks Ave./Merhar Ave.,0
46.573188,-111.977027,Saddle Dr./Colonial Dr.,0
37.75357,-87.17403,KY 56/KY 81,0
37.7502,-85.96772,KY 220/KY 1600,0
37.10023,-84.08668,KY 363/KY 1006,0
39.9267308,-86.2028315,W. 96th St./Towne Rd.,0
39.9414622,-86.1840685,W. 106th St./Ditch Rd.,0
39.9410771,-86.2224066,W. 106th St./Shelborne Rd.,0
40.0217025,-86.1344062,E. 161st St./Far Hills Dr.,0
40.02183,-86.13259,E. 161st St./US 31 SB Ramps,0
40.0075286,-86.1226712,E. 151st St./Cool Creek Park Rd.,0
41.7093274,-86.2339412,Douglas Rd./Moreau Dr.,0
41.7126968,-86.2366184,Douglas Rd./Juniper Rd.,0
40.02195,-86.13092,E. 161st St./US 31 NB Ramps,0
42.5183934,-71.6925527,Lunenburg Rd./Old Union Turnpike,0
38.2076415,-85.7086157,Trevilian Way/Louisville Zoo Entrance,0
38.16095,-84.91826,Cardwell Lane/C. Michael Davenport Blvd.,0
38.1481213,-84.5202565,Iron Works Pkwy./War Admiral Blvd./Jenney Ln.,0
28.84764,-81.96526,Morse Blvd./Hillsborough Trl./Moyer Loop,0
44.3414425,-72.7592294,US 2/VT 100,0
43.0302131,-71.069823,Fresh River Road/Epping Crossing development entrance,0
42.9499102,-72.2905656,Court St./Allen Ct./Cheshire Medical Center entrance,0
43.718138,-72.2740514,Lyme Rd.  NH 10 /Reservoir Rd.,0
43.7276275,-72.2686808,NH 10  Lyme Rd. / no intersecting street ,0
42.8199061,-71.5102634,Spartan Way/Spartan Ln.,0
42.82118,-71.50855,Spartan Way/Digital Dr.,0
43.0144141,-71.586189,NH 114  S. Mast St. /Wallace Rd.,0
43.0213596,-71.5472631,Center St./Henry Bridge Rd.,0
43.7600122,-71.6873665,US 3/Bridge St.  NH 175A /High St.,0
43.6402939,-71.4992817,US 3/Parade Rd.  NH 106 ,0
44.0199648,-71.1096172,North-South Rd./Mountain Valley Blvd.,0
43.2130372,-71.5421477,N. State St./Franklin St.,0
43.2040959,-71.5485072,Centre St./Liberty St.,0
43.4228023,-72.0000325,Newport Rd./County Rd.,0
42.8751914,-71.9615278,NH 101/Shaw's Plaza entrance,0
43.1406489,-70.9412423,Main St./North Dr.,0
42.8927235,-71.9378961,Old Street Rd./Parmalee Dr./Monadnock Community Hospital entrance,0
42.894116,-71.9381094,Monadnock Community Hospital entrance/parking areas,0
43.2800837,-71.5999708,US 3  Village St. /Washington St.,0
43.2913034,-71.59523,US 4  King St. /Tremont St.,0
42.9265991,-71.4458013,Raymond Wieczorek Dr./Airport Rd.,0
42.9213427,-71.443835,Raymond Wieczorek Dr./Commerce Ave./Sparks Ave.,1
42.9630542,-72.3089514,NH 12A  Maple Ave. /Court St./Old Walpole Rd.,0
42.7339853,-71.3231804,NH 111A/Nashua Rd.,0
42.7317831,-71.3243707,NH 111A  Marsh Rd. /Acorn Ln./Village Green,0
42.9692089,-71.5064716,Donald St./Market Basket center entrance,0
42.9474114,-71.4944159,Meetinghouse Rd./Gault Rd.,0
43.6033287,-71.4546032,US 3/NH 11B,0
42.29649,-71.145602,W. Roxbury Pkwy./Veterans of Foreign Wars Pkwy.,0
42.2231699,-71.1707126,East St./US 95 Ramps/Canton St./Allied St.,0
39.13028,-122.87111,SR 20/Pyle Rd.,0
41.334289,-75.734495,SR 315/I-81 NB Ramps/Navy Way Rd.,0
44.6477524,-72.8295553,VT 108/VT 15,0
35.5056829,-78.3233521,Industrial Park Dr./Outlet Center Dr.,0
33.8854275,-78.5109101,Sunset Blvd./Shoreline Dr.,0
35.5714227,-77.3277844,E Fire Tower Rd./Portertown Rd./Robins Ln.,0
36.00655,-80.44083,NC 801/I-40 EB Ramps,0
36.07512,-79.77265,Bluford St./Obemeyer St.,0
35.79656,-78.48228,Maplewood Dr./McKnight Dr.,0
34.3485982,-77.9008465,US 117/NC 133-NC 132,0
36.0432777,-78.9457233,Millspring Dr./Millspring Dr.,0
34.97623,-78.33357,W. Elizabeth St.  SR 1842 /Indian Town Rd.  SR 1226 ,0
35.9712666,-77.8997249,Eastern Ave./Nash Community College entrance,0
35.7379378,-77.9111847,Atlantic Christian College Dr./Raleigh Road Pkwy./Corbett Ave.,0
35.9568334,-78.828942,Ashton Glen/Windrush Ln.,0
35.9567734,-78.8313786,Windrush Ln./Callandale Ln.,0
36.0166635,-78.8104833,Cardinal Lake Dr./Whispering Oak Ln.,0
36.01335,-78.81598,Cardinal Lake Dr./Medallion Dr./Golden Eagle Dr.,0
35.9486602,-78.9896311,Danziger Dr./Witherspoon Blvd.,0
36.0038503,-78.8834187,E. Geer St./Avondale Dr./Grove St.,0
35.9499428,-78.8282242,Golden Belt Pkwy./Creighton Hall Way,0
35.9524704,-78.8305395,Golden Belt Pkwy./Patterson Mill Rd.,0
35.8658696,-78.8402398,Shiloh Glenn Dr./Lower Shiloh Way,1
35.8656833,-78.8450263,Shiloh Glenn Dr./Belstar Ave.,0
35.9503214,-78.8187033,Prospect Pkwy./Morehead Hill Ct.,0
35.9584603,-78.9637308,University Pl./Ivy Creek Blvd.,0
36.0678623,-78.4492517,Oak Park Blvd./Ambergate Dr.,0
36.0712542,-78.5200631,Olde Liberty Dr./Commonwealth Dr./Clubhouse Dr.,0
35.7478067,-78.8650451,Blackburn Rd./Orchard Villas Ave.,0
35.6659835,-78.7547531,Homeplace Dr./Blue Thorn Dr.,0
35.8031759,-78.8696913,Carpenter Upchurch Rd./Green Hope High School entrance,0
39.9779849,-86.155386,W Main St./N. Pennsylvania St.,0
39.9779849,-86.1516777,W. Main St./Grand Blvd.,0
39.9779027,-86.1569456,W. Main St./US 31 NB Ramps,0
39.9778698,-86.1580185,W. Main St./US 31 SB Ramps,0
39.9858207,-86.1419764,W. 136th St./Eglin Dr.,0
39.9851137,-86.1415526,Old Meridian St./US 31 SB Ramps,0
39.9845218,-86.1412021,Old Meridian St./US 31 NB Ramps,0
39.9839486,-86.1408841,Old Meridian St./W Smokey Row Rd.,0
39.7881267,-86.2410711,Crawfordsville Rd./W. Main St.,0
35.79935,-78.85491,Carramore Ave./Halcyon Meadow Dr.,0
35.7998,-78.84965,Carramore Ave./Halcyon Meadow Dr./Creststone Dr.,0
35.81174,-78.91465,Cary Glen Blvd./Waverly Hills Dr.,0
39.2753318,-76.7661239,Edmundson Avenue/Old Frederick Road,0
39.3326481,-77.6376994,Potomac View Parkway/Dutchmans Creek,0
39.3314497,-77.6348322,Potomac View Parkway/Volunteer Drive,0
39.33261,-77.63365,MD 17/Volunteer Drive,0
39.2909443,-76.692828,Old Frederick Road/Maple Wood Road,0
39.2832475,-76.6433243,Wilkens Ave/Mount St/Ramsey St,0
39.1147174,-84.4934668,Fulton Ave/Eden Park Drive,0
39.4179,-76.629,MD 139  Charles St. /Bellona Ave.,0
31.16501,-81.39671,Brockinton Dr./Hanging Moss Dr.,0
33.53401,-117.05592,Rancho California Rd./Anza Rd.,0
39.62841,-106.49309,William J Post Blvd./Swift Gulch Rd.,0
39.6587108,-106.8263786,Eby Creek Rd./Chambers Ave.,0
39.6563,-106.825,Eby Creek Rd./US 6,0
39.6596121,-106.8271862,Eby Creek Rd./I-70 EB Ramps,0
39.6606776,-106.8281935,Eby Creek Rd./I-70 WB Ramps,0
39.6613524,-106.8290466,Eby Creek Rd./Market St.,0
39.6477343,-106.8379871,US 6/Sylvan Lake Rd./Violet Ln.,0
42.0839934,-76.7958901,Maple Ave./Caldwell Ave.,0
42.0828167,-76.7944505,Maple Ave./Horner St.,0
42.1675647,-76.8055313,Rte 13/E. Franklin St.,0
42.1885058,-76.7907623,Rte 13/Old Ithaca Rd./Breesport Rd.,0
42.7219742,-78.8258782,US 62  Buffalo St. /Prospect Ave.,0
42.7259003,-78.8257427,US 62  Buffalo St. /Legion St./Clark St.,0
42.8395164,-78.8561138,Tifft St./Rte 5 NB Ramps,0
42.8622011,-78.8740782,Fuhrmann Blvd./Outer Harbor Dr.,0
42.90951,-78.9138535,Queen St./Goderich St.,0
43.0072706,-78.9489721,Rte 324/Staley Rd.,0
43.0809257,-79.0509826,Robert Moses State Pkwy/John Daly Blvd.,0
43.0054687,-78.7858884,Audubon Pkwy./Lee Rd.,0
42.9454696,-78.7249032,Aero Dr./S. Youngs Rd.,0
42.9409284,-78.7178043,Aero Dr./Holtz Dr.,0
43.2201865,-77.9369588,Rte 19  Main St.-Lake Rd. /West St./East St.,0
43.15493,-77.6005896,Broad St./Court St./Broadway St./Woodbury Blvd.,0
42.8866531,-77.2456298,CR 10/CR 46,0
42.9018702,-77.2456955,CR 10/CR 4,0
43.1345574,-75.2393857,Marcy-SUNY IT Pkwy./Technology Dr.,0
43.1395427,-75.2376428,Marcy-SUNY IT Pkwy./Edic Rd.,0
43.0960219,-75.2422776,Genesee St./State St./Park Ave.,0
43.3307359,-73.6997926,Aviation Rd./Dixon Rd./Farr Ln.,0
43.3311195,-73.6889834, unknown / unknown ,0
42.6194749,-73.702001,US 4  Troy Rd /Red Mill Rd./Luther Rd.,0
42.6311142,-73.7009997,US 4  Troy Rd. /Mannix Rd.,0
40.5964728,-73.5081066,Ocean Pkwy./Jones Beach Causeway,0
40.7670459,-73.0255535,Waverly Ave./Holbrook Rd.,0
39.29904,-76.81308,Rogers Ave/Old Frederick Road,0
38.92115,-76.98915,Brentwood Rd NE/Bryant Rd NE/13th St NE,0
39.15573,-76.74459,Arundel Mills Blvd./MD 295 NB Ramps,0
39.15677,-76.74617,Arundel Mills Blvd./MD 295 SB Ramps,0
43.0331116,-74.3422068,S Kingsboro Ave./Hales Mills Rd.,0
43.0474472,-74.2169545,Rte 29/Rte 30,0
42.7651259,-73.9387419,Curry Rd./Carman Rd./Hamburg St.,0
42.7654975,-73.7320682,Johnson Rd./Boght Rd./St. Agnes Hwy,0
42.728403,-73.723273,Sutherland Dr./Beacon Dr./Mahogany Dr.,0
42.7331982,-73.7264058,Billys Way/Beryl Way,0
41.6712078,-73.7967321,Rte 55/Stringham Rd.,0
41.6719772,-73.8020061,Rte 55/ unknown ,0
41.6724353,-73.8051166,Rte 55/Rte 47,0
40.8827295,-73.4196988,New York Ave./Park Ave./Creek Rd.,0
40.8840679,-73.4190873,New York Ave./Grist Mill Ln./CR 35,0
40.9047646,-72.9568655,Miller Place Yaphank Rd./Whiskey Rd.,0
40.8782242,-72.637818,Quogue Riverhead Rd./Old Riverhead Rd.,0
40.95021,-72.32856,Scuttlehole Rd./Mitchells Ln.,0
41.0682859,-72.3388699,Rte 114/Bateman Rd./School St.,0
40.8272943,-72.8761391,Lockwood Dr./ unknown ,0
28.29608,-81.43683,Martin Luther King Blvd./Dyer Blvd.,0
28.66685,-81.73738,CR 455/CR 561,0
28.25849,-81.82458,Deen Still Rd./Commonwealth Ave.,0
27.87209,-81.58137,US 27/Hunt Brothers Rd.,0
41.14763,-104.77139,T-Bird Dr./Grove Dr./Cheyenne St.,0
34.61019,-120.05478,SR 154/SR 246  Mission Dr. /Armour Ranch Rd.,0
41.14558,-104.7896,Converse Ave./ Pershing Blvd./19th St.,0
43.06123,-88.14588,North Ave.  CTH M /Brookfield Rd.,0
34.75765,-86.68776,Old Monrovia Rd./Providence Main St./Indian Creek Rd.,0
32.92383,-97.3073,Old Denton Rd./Crawford Farms Dr.,0
42.20172,-83.62311,Textile Rd./Stony Creek Rd.,0
42.20169,-83.62088,Textile Rd./Hitchingham Rd.,0
42.20999,-83.61936,Whittaker Rd./Stony Creek Rd.,0
42.27492,-83.63755,Geddes Rd./Superior Rd.,0
42.27679,-83.55419,Geddes Rd./Ridge Rd.,0
42.27439,-83.67429,Geddes Rd./US 23 NB Ramps,0
42.27454,-83.67832,Geddes Rd./US 23 SB Ramps,0
42.2746,-83.68216,Geddes Rd./Earhart Rd.,0
42.19859,-83.79691,Ann Arbor-Saline Rd./Textile Rd.,0
34.66456,-120.4079,SR 246/Purisima Rd.,0
35.36641,-120.841,Morro Bay Blvd./Quintana Rd.,0
44.0884,-123.0349,Maple Island Rd./International Way,0
44.0858,-123.0351,Maple Island Rd./Game Farm Rd. East,0
32.94019,-97.3857,Eagle Blvd./Prairie Breeze Dr.,0
41.86738,-72.49265,Windsorville Rd./Wappington Rd./Skinner Rd./Pinney St.,0
32.89689,-97.33177,Harmon Rd./US 81-US 287 SB Frontage Road,0
32.83504,-97.30231,N Riverside Dr./Northern Cross Blvd.,0
61.10862,-149.85617,Huffman Rd./Huffman Park Dr./Brandon St.,0
61.10858,-149.84928,Huffman Rd./Seward Hwy NB Ramps-Brayton Dr.,0
61.10854,-149.85175,Huffman Rd./Seward Hwy SB Ramps,0
19.505386,-154.9560611,SR 130  Pahoa Rd /Keaau Pahoa Rd.,0
39.91363,-83.108,Demorest Rd./Alkire Rd.,0
44.20896,-69.82823,Rte 9-Rte 126/I-95 NB Ramps/Service Plaza Dr.,0
44.89217,-68.70227,Stillwater Ave./Forest Ave.,0
44.56925,-93.28505,Pillsbury Ave.  CSAH 46 /Deuce Rd.  CSAH 2 /263 St. E  CSAH 2 ,0
45.10019,-64.25748,Trunk 1/Hwy 101 WB Ramps/Oak Island Rd.,0
44.99165,-64.11267,Wentworth Rd./Highway 101 NB Ramps/Morrison Dr.,0
46.10623,-60.20218,Alexandra St./Kenwood/Highway125 WB Ramps/Kenwood Dr.,0
45.56897,-62.65945,Foord St./Highway 104 EB Ramps/Lawrence Blvd.,0
43.73042,-80.61149,Wellington Road 8/Wellington Road 12,0
32.94353,-85.95363,Tallapoosa St,0
32.36779,-86.17373,University Dr./East Dr./ parking lot ,0
34.72452,-86.64226,John Wright Dr./Knowledge Dr./ parking lot ,0
47.52622,-52.84978,Karwood Dr./Kenmont Rd.,0
47.50767,-52.82461,Ruth Ave./Route 2 EB Ramps,0
41.69815,-71.46408,Toll Gate Rd.  Rte 115 /Centerville Rd.  Rte 117 /Veteran's Memorial Drive Extension,0
30.67649,-96.37298,N Main St./23rd St.,0
41.70038,-71.46021,Greenwich Ave./Centerville Rd./Veterans Memorial Dr.,0
41.70266,-71.45475,Veteran's Memorial Dr./Post Rd./Post Rd. Extension,0
41.6998,-71.45348,Post Rd./W. Shore Rd.,0
30.66954,-96.34609,Nash St./Broadmoor Dr.,0
30.62699,-96.35515,Old College Rd./College Main St.,0
30.61311,-96.34466,Old Main Dr./Lamar St./Jones St.,0
30.55915,-96.26419,Arrington Rd./Private Dr. A/Private Dr. C,0
41.47662,-72.26473,Rte 85  Hartford Rd.-New London Rd. /Rte 82  E Haddam Rd.-Norwich Rd. ,0
41.22857,-73.24581,Park Ave./Rte. 15  Merritt Pkwy  WB Ramps,0
39.33569,-76.62047,Canterbury Rd./W 39th St.,0
41.38525,-73.51778,Reserve Rd./Milestone Rd.,0
41.3881,-73.53322,Reserve Rd./Old Ridgebury Rd.,0
49.73259,-112.83091,Edith Emma Coe Rd.N/Mildred Dobbs Blvd./Jessie Ursenbach Way N,0
49.73055,-112.82892,Mildred Dobbs Blvd./Jesse Robinson Close N,0
49.7296,-112.82777,Mildred Dobbs Blvd./Lettice Perry Rd. N,0
49.69535,-112.91119,Country Meadows Blvd. W/Grassland Blvd. W/Crocus Terr. W,0
49.69084,-112.8954,Garry Dr./Squamish Blvd.,0
49.68578,-112.91541,30 St. W/Aquitania Blvd.,0
49.6868,-112.91265,Garry Station Port W/Aquitania Blvd W,0
49.68746,-112.90977,Lasalle Rd W/Aquitania Blvd,0
49.67764,-112.9063,Caledonia Blvd./Aquitania Blvd.,0
49.67404,-112.90304,Aquitania Blvd./ unknown ,0
49.67325,-112.9103,Britannia Blvd W/Mauretania Rd W,0
49.675637,-112.9043819,Aquitania Blvd./Brittania Blvd.,0
49.67129,-112.90949,Mauretania Rd./ unknown ,0
49.66951,-112.90348,Keystone Terr./Coalbanks Gate/Silkstone Rd. W,0
49.67045,-112.8976,Coalbanks Link/Silkstone Rd.,0
49.67135,-112.89532,Metis Trl. W/Coalbanks Link,0
49.6655,-112.89556,Coalbanks Blvd./Moonlight Blvd. W/Firelight Way W,0
49.65175,-112.87525,Sunridge Blvd./Mt. Sundance Ln./Sunridge Crescent,0
49.65246,-112.87255,Sunridge Blvd./Sunridge Crescent/Mt Sundance Manor,0
49.65417,-112.87054,Sunridge Blvd./Mt. Sunburst Way,0
49.65487,-112.86852,Sunridge Blvd./University Dr. W,0
49.65199,-112.85839,Canyon Pkwy./ unknown ,0
49.6548,-112.85371,Canyon Pkwy./Canyons Estates Ln. W,0
49.87347,-113.08523,Hwy 23/Hwy 519,0
49.49569,-113.94773,Hwy 6/Hwy 507,0
29.62548,-95.64404,Imperial Blvd./Stadium Dr.,0
29.59595,-95.65056,Museum Square Dr./Savannah Heights Blvd.,0
29.58286,-95.63738,Lexington Blvd./Oxbow Dr.,0
29.56659,-95.5915,Commonwealth Blvd./LJ Pkwy.,0
36.04004,-78.90837,Broad St./Carver St./Kenan Rd.,0
43.04609,-70.74641,Rte 1A/Elwin Rd.  Foyes Corner ,0
36.12527,-78.86425,Vintage Hill Pkwy./Old Trail Dr.,0
35.91682,-78.77574,Grand Estates Dr./Courtney Estates Dr.,0
35.91623,-78.77478,Grand Estate Dr./Shelter Cove,0
35.91053,-78.7722,Viewpoint Dr./Sumter Ridge Ln.,0
35.91411,-78.76947,Alexander Town Blvd./Silverthread Ln.,0
35.91392,-78.77933,Alexander Promenade Pl./Unknown St.,0
35.89091,-78.82948,Shakespeare Dr./Gallery Ln.,0
41.27121,-70.08832,Milestone Rd / Old South / Sparks Ave / Orange St,0
41.27122,-70.09086,Sparks Ave / Hooper Farm Rd / Lower Pleasant St,0
36.01182,-80.42149,US 158/Bermuda Run Dr./Twins Way,0
42.31049,-71.16329,W. Roxbury Pkwy./Lagrange St./Newton St./Hammond Pond Pkwy./Hammond St.,0
38.97599,-76.31046,Thompson Creek Rd./US 50 EB Ramps,0
35.79087,-78.8509,Cornerstone Dr./Valleystone Dr.,0
35.79015,-78.77221,E Chatham St./E Durham Rd.,0
35.75036,-78.74228,Macedonia Lake Dr./Crossroads Manor Ct.,0
35.80221,-78.79631,Lake Dr./Allen Lewis Dr.,0
35.830055,-78.9081146,McCrimmon Pkwy./Residence Club Dr./Sand Pine Dr.,0
35.7881535,-78.8462152,Searstone Dr./Winston Hill Dr./Walker Stone Dr.,0
35.7468622,-78.7457948,Tryon Manor Dr./Tryon Village Dr.,0
38.86894,-76.84738,Ritchie-Marlboro Rd./I-95 SB Ramps,0
38.86824,-76.84158,Ritchie-Marlboro Rd./I-95 NB Ramps,0
39.20846,-76.78294,MD 103/MD 100 WB Ramps,0
39.20733,-76.78243,MD 103/MD 100 EB Ramps,0
39.6429569,-79.9320867,US 119/SR 705,0
39.3148446,-77.7862781,Koonce Road/Private Road,0
